Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Phase change memory materials,Intel Labs,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Bangalore (India), Munich (Germany)",procurement@intel.com,www.intel.com/labs,4.8,150,"$79,000,000,000",1968,121000,"Rich Uhlig, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","RISE sustainability strategy, Energy efficient computing",1,2.5%
Quantum well infrared photodetectors,FLIR Systems,"Wilsonville, Oregon, USA","Wilsonville (USA), Stockholm (Sweden), Täby (Sweden), Santa Barbara (USA)",procurement@flir.com,www.flir.com,4.7,120,"$1,900,000,000",1978,4200,"James Cannon, +1-503-498-3547","ISO 9001, ISO 14001, AS9100",30,"Net 45",12,"ISO 9001:2015, ISO 14001, AS9100D","Sustainable operations, Energy efficiency initiatives",1,8.4%
Quantum well infrared photodetectors,Leonardo DRS,"Arlington, Virginia, USA","Arlington (USA), Melbourne (USA), Dallas (USA), Rome (Italy)",procurement@drs.com,www.leonardodrs.com,4.6,110,"$14,100,000,000",1969,45000,"William Lynn, +1-703-416-8000","ISO 9001, ISO 14001, AS9100",30,"Net 45",12,"ISO 9001:2015, ISO 14001, AS9100D","EU green deal compliant, Environmental stewardship",1,5.5%
Quantum well infrared photodetectors,Teledyne DALSA,"Waterloo, Ontario, Canada","Waterloo (Canada), Montreal (Canada), Eindhoven (Netherlands), Osaka (Japan)",procurement@teledynedalsa.com,www.teledynedalsa.com,4.6,90,"$3,200,000,000",1980,10500,"Dr. Edwin Roks, +1-519-886-6000","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Canadian green tech initiatives, Resource efficiency",1,6.8%
Quantum well infrared photodetectors,QmagiQ,"Nashua, New Hampshire, USA","Nashua (USA), Boston (USA)",procurement@qmagiq.com,www.qmagiq.com,4.5,40,"$12,000,000",2000,45,"Dr. Mani Sundaram, +1-603-821-0366","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Energy efficient sensing, Low carbon footprint",2,18.5%
Quantum well infrared photodetectors,VIGO System,"Ozarow Mazowiecki, Poland","Ozarow Mazowiecki (Poland), Warsaw (Poland)",procurement@vigo.com.pl,www.vigo.com.pl,4.6,60,"$15,000,000",1987,150,"Adam Piotrowski, +48-22-733-54-10","ISO 9001, ISO 14001",21,"Net 30",6,"ISO 9001:2015, ISO 14001","European green manufacturing, Sustainable electronics",2,14.3%
Quantum well infrared photodetectors,IRnova AB,"Kista, Sweden","Kista (Sweden), Stockholm (Sweden)",procurement@irnova.se,www.irnova.se,4.5,50,"$18,000,000",2001,65,"Andres Laas, +46-8-562-900-30","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Swedish sustainable tech, Clean manufacturing",2,15.8%
Quantum well infrared photodetectors,Hamamatsu Photonics,"Hamamatsu, Japan","Hamamatsu (Japan), Beijing (China), Herrsching (Germany), Bridgewater (USA)",procurement@hamamatsu.com,www.hamamatsu.com,4.8,100,"$1,200,000,000",1953,5500,"Akira Hiruma, +81-53-452-2141","ISO 9001, ISO 14001, ISO 13485",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 13485","Japanese eco-management, Sustainable operations",1,6.5%
Quantum well infrared photodetectors,Infratec GmbH,"Dresden, Germany","Dresden (Germany), Dallas (USA), Shanghai (China)",procurement@infratec.de,www.infratec.de,4.7,70,"$55,000,000",1991,250,"Dr. Matthias Kramer, +49-351-871-8610","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","German sustainability standards, Resource efficiency",2,11.3%
Quantum well infrared photodetectors,Xenics NV,"Leuven, Belgium","Leuven (Belgium), Singapore, Boston (USA)",procurement@xenics.com,www.xenics.com,4.6,60,"$22,000,000",2000,100,"Paul Ryckaert, +32-16-380-186","ISO 9001",21,"Net 30",6,"ISO 9001:2015","EU environmental compliance, Energy efficiency",2,16.7%
Photonic integrated circuits,Cisco Systems,"San Jose, California, USA","San Jose (USA), Research Triangle Park (USA), Bangalore (India), Shanghai (China)",procurement@cisco.com,www.cisco.com,4.8,150,"$49,300,000,000",1984,77500,"Chuck Robbins, +1-408-526-4000","ISO 9001, ISO 14001, TL 9000",30,"Net 45",12,"ISO 9001:2015, ISO 14001, TL 9000","Net Zero GHG emissions by 2040, Circular IT",1,3.7%
Photonic integrated circuits,Infinera Corporation,"Sunnyvale, California, USA","Sunnyvale (USA), Allentown (USA), Ottawa (Canada), Bangalore (India)",procurement@infinera.com,www.infinera.com,4.7,90,"$1,400,000,000",2000,3200,"David Heard, +1-408-213-6600","ISO 9001, ISO 14001, TL 9000",30,"Net 45",12,"ISO 9001:2015, ISO 14001, TL 9000","Sustainable optical solutions, Energy optimization",1,12.3%
Photonic integrated circuits,Acacia Communications (Cisco),"Maynard, Massachusetts, USA","Maynard (USA), Holmdel (USA), San Jose (USA), Bangalore (India)",procurement@acacia-inc.com,www.acacia-inc.com,4.6,70,"$580,000,000",2009,400,"Raj Shanmugaraj, +1-978-938-4896","ISO 9001, TL 9000",21,"Net 30",12,"ISO 9001:2015, TL 9000","Green photonics initiative, Energy efficient networks",2,15.4%
Photonic integrated circuits,NeoPhotonics,"San Jose, California, USA","San Jose (USA), Shenzhen (China), Tokyo (Japan), Ottawa (Canada)",procurement@neophotonics.com,www.neophotonics.com,4.5,60,"$371,000,000",1996,1700,"Timothy Jenks, +1-408-232-9200","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Low-carbon optical networks, Sustainable manufacturing",2,8.6%
Photonic integrated circuits,II-VI Incorporated,"Saxonburg, Pennsylvania, USA","Saxonburg (USA), Santa Rosa (USA), Shanghai (China), Zurich (Switzerland)",procurement@ii-vi.com,www.ii-vi.com,4.7,120,"$3,100,000,000",1971,22000,"Dr. Vincent Mattera Jr., +1-724-352-4455","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Sustainable sourcing, Carbon neutrality target",1,9.3%
Photonic integrated circuits,Luxtera (Cisco),"Carlsbad, California, USA","Carlsbad (USA), San Jose (USA), Bangalore (India)",procurement@luxtera.com,www.luxtera.com,4.6,50,"$250,000,000",2001,300,"Greg Young, +1-760-448-3520","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Low power silicon photonics, Sustainable design",2,18.5%
Photonic integrated circuits,Huawei Technologies,"Shenzhen, China","Shenzhen (China), Dongguan (China), Munich (Germany), Ottawa (Canada)",procurement@huawei.com,www.huawei.com,4.8,180,"$136,700,000,000",1987,197000,"Ren Zhengfei, +86-755-2878-0808","ISO 9001, ISO 14001, TL 9000",45,"Net 60",18,"ISO 9001:2015, ISO 14001, TL 9000","Digital power 2030 initiative, Green partner program",1,4.5%
Photonic integrated circuits,Nokia Bell Labs,"Murray Hill, New Jersey, USA","Murray Hill (USA), Espoo (Finland), Paris (France), Stuttgart (Germany)",procurement@bell-labs.com,www.bell-labs.com,4.7,130,"$23,300,000,000",1925,98000,"Pekka Lundmark, +1-908-582-3000","ISO 9001, ISO 14001, TL 9000",30,"Net 45",12,"ISO 9001:2015, ISO 14001, TL 9000","Zero emissions by 2040, Green manufacturing",1,2.8%
Photonic integrated circuits,VLC Photonics,"Valencia, Spain","Valencia (Spain), Eindhoven (Netherlands)",procurement@vlcphotonics.com,www.vlcphotonics.com,4.5,40,"$8,500,000",2011,35,"Dr. Pascual Muñoz, +34-96-387-9935","ISO 9001",21,"Net 30",6,"ISO 9001:2015","European green deal compliance, Eco-design principles",2,22.3%
Germanium quantum computing components,IBM Quantum,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan), Melbourne (Australia)",procurement@ibm.com,www.ibm.com/quantum-computing,4.9,90,"$73,600,000,000",1911,350000,"Dr. Dario Gil, +1-914-945-3000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Net Zero GHG by 2030, Quantum-efficient computing",1,18.5%
Germanium quantum computing components,Intel Quantum Computing,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Delft (Netherlands), Qutech (Netherlands)",quantum.procurement@intel.com,www.intel.com/quantum,4.8,70,"$79,000,000,000",1968,121000,"James Clarke, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","RISE sustainability strategy, Energy efficient computing",1,10.5%
Germanium quantum computing components,Google Quantum AI,"Santa Barbara, California, USA","Santa Barbara (USA), Mountain View (USA), Delft (Netherlands), Zurich (Switzerland)",quantum.procurement@google.com,quantumai.google,4.9,65,"$257,600,000,000",1998,156000,"Hartmut Neven, +1-650-253-0000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","24/7 Carbon-free energy by 2030, Quantum sustainability",1,20.8%
Germanium quantum computing components,Rigetti Computing,"Berkeley, California, USA","Berkeley (USA), Fremont (USA), London (UK), Adelaide (Australia)",procurement@rigetti.com,www.rigetti.com,4.7,50,"$32,000,000",2013,140,"Chad Rigetti, +1-510-771-1686","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable quantum computing, Energy efficiency",2,38.5%
Germanium quantum computing components,IonQ,"College Park, Maryland, USA","College Park (USA), Seattle (USA), Durham (USA)",procurement@ionq.com,www.ionq.com,4.6,40,"$20,000,000",2015,180,"Peter Chapman, +1-301-298-7997","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Energy efficient quantum, Sustainable technology",2,52.3%
Germanium quantum computing components,QuTech (TU Delft and TNO),"Delft, Netherlands","Delft (Netherlands), Amsterdam (Netherlands), Eindhoven (Netherlands)",procurement@qutech.nl,www.qutech.nl,4.7,55,"$45,000,000",2013,250,"Prof. Lieven Vandersypen, +31-15-278-6124","ISO 9001, ISO 14001",21,"Net 30",6,"ISO 9001:2015, ISO 14001","Dutch sustainability initiative, European green deal",1,25.6%
Germanium quantum computing components,Quantum Brilliance,"Canberra, Australia","Canberra (Australia), Stuttgart (Germany), Chicago (USA)",procurement@quantumbrilliance.com,www.quantumbrilliance.com,4.5,30,"$18,000,000",2019,60,"Dr. Marcus Doherty, +61-2-6125-5195","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Room temperature quantum, Low energy computing",2,65.2%
Germanium quantum computing components,D-Wave Systems,"Burnaby, British Columbia, Canada","Burnaby (Canada), Palo Alto (USA), Tokyo (Japan)",procurement@dwavesys.com,www.dwavesys.com,4.8,60,"$150,000,000",1999,200,"Alan Baratz, +1-604-630-1428","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Canadian green innovation, Quantum efficiency",1,18.4%
Germanium quantum computing components,Quantum Motion Technologies,"London, UK","London (UK), Oxford (UK), Cambridge (UK)",procurement@quantummotion.tech,www.quantummotion.tech,4.5,25,"$12,000,000",2017,45,"Prof. John Morton, +44-20-7679-7701","ISO 9001",21,"Net 30",6,"ISO 9001:2015","UK clean growth strategy, Sustainable quantum tech",2,58.7%
Aerospace heat sensors,Honeywell Aerospace,"Phoenix, Arizona, USA","Phoenix (USA), Plymouth (UK), Chihuahua (Mexico), Bangalore (India)",aero.sensors@honeywell.com,www.aerospace.honeywell.com,4.8,650,"$34,400,000,000",1906,103000,"Mike Madsen, +1-602-365-3099","AS9100D, ISO 9001, NADCAP",60,"Net 60",24,"AS9100D, ISO 9001:2015","Honeywell Sustainable Opportunity Policy, Net zero by 2035",1,3.8%
Aerospace heat sensors,Safran Sensing Technologies,"Paris, France","Paris (France), Irving (USA), Singapore, Bangalore (India)",procurement.sensing@safran-group.com,www.safran-group.com,4.7,580,"$21,900,000,000",2005,79000,"Olivier Andriès, +33-1-4060-8080","AS9100D, ISO 9001, NADCAP",45,"Net 45",24,"AS9100D, ISO 9001:2015","Climate strategy 2025, Eco-design approach",1,4.1%
Aerospace heat sensors,Meggitt Sensing Systems,"Fribourg, Switzerland","Fribourg (Switzerland), Irvine (USA), Basingstoke (UK), Shanghai (China)",procurement.sensing@meggitt.com,www.meggitt.com,4.6,430,"$2,300,000,000",1947,9000,"Tony Wood, +41-26-407-1111","AS9100D, ISO 9001, NADCAP",30,"Net 45",24,"AS9100D, ISO 9001:2015","Environmental sustainability charter, Energy management system",1,2.9%
Aerospace heat sensors,Kulite Semiconductor Products,"Leonia, New Jersey, USA","Leonia (USA), Basingstoke (UK), Shenzhen (China)",procurement@kulite.com,www.kulite.com,4.5,290,"$220,000,000",1959,1800,"Joseph VanDeWeert, +1-201-461-0000","AS9100D, ISO 9001",45,"Net 45",12,"AS9100D, ISO 9001:2015","Sustainable manufacturing practices, Waste reduction program",2,6.2%
Aerospace heat sensors,TE Connectivity Sensors,"Schaffhausen, Switzerland","Schaffhausen (Switzerland), Berwyn (USA), Fuzhou (China), Bangalore (India)",sensors.procurement@te.com,www.te.com/sensors,4.7,810,"$15,200,000,000",1941,80000,"Heath Mitts, +41-52-633-6666","AS9100D, ISO 9001, IATF 16949",30,"Net 45",24,"AS9100D, ISO 9001:2015","TE Connectivity 2030 One Connected World strategy, Carbon neutral by 2030",1,5.7%
Aerospace heat sensors,Amphenol Advanced Sensors,"St. Marys, Pennsylvania, USA","St. Marys (USA), Pune (India), Shenzhen (China)",adv.sensors@amphenol.com,www.amphenol-sensors.com,4.6,380,"$10,900,000,000",1932,90000,"R. Adam Norwitt, +1-203-265-8900","AS9100D, ISO 9001",30,"Net 30",12,"AS9100D, ISO 9001:2015","Amphenol sustainability initiative, Energy efficiency program",1,7.8%
Aerospace heat sensors,AMETEK Aerospace,"Berwyn, Pennsylvania, USA","Wilmington (USA), Bournemouth (UK), Singapore",aero.procurement@ametek.com,www.ametek.com,4.7,410,"$6,200,000,000",1930,19000,"David Zapico, +1-610-647-2121","AS9100D, ISO 9001, NADCAP",45,"Net 45",12,"AS9100D, ISO 9001:2015","2035 environmental targets, Sustainable operations",1,5.2%
Aerospace heat sensors,Sensata Technologies,"Attleboro, Massachusetts, USA","Attleboro (USA), Almelo (Netherlands), Changzhou (China)",aero.procurement@sensata.com,www.sensata.com,4.5,520,"$4,000,000,000",1916,21000,"Jeffrey Cote, +1-508-236-3800","AS9100D, ISO 9001, IATF 16949",30,"Net 45",12,"AS9100D, ISO 9001:2015","Sensata sustainable solutions program, Carbon footprint reduction",1,4.8%
Aerospace heat sensors,TAT Technologies,"Gedera, Israel","Gedera (Israel), Tulsa (USA), Kiryat Gat (Israel)",procurement@tat-technologies.com,www.tat-technologies.com,4.4,180,"$93,000,000",1969,500,"Igal Zamir, +972-8-862-8500","AS9100D, ISO 9001",30,"Net 45",12,"AS9100D, ISO 9001:2015","Environmental management system, Resource efficiency initiative",2,6.5%
Aerospace heat sensors,TransDigm Group (CurtissWright),"Cleveland, Ohio, USA","Cleveland (USA), Stillington (UK), Singapore",procurement@curtisswright.com,www.transdigm.com,4.5,340,"$5,100,000,000",1993,14200,"Kevin Stein, +1-216-706-2960","AS9100D, ISO 9001",45,"Net 45",24,"AS9100D, ISO 9001:2015","Sustainable operations program, Waste reduction initiative",1,9.1%
Biologically-inspired brain structures,IBM Research,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan), Beijing (China)",neuromorphic.proc@ibm.com,www.research.ibm.com,4.8,120,"$73,600,000,000",1911,350000,"Arvind Krishna, +1-914-945-3000","ISO 9001, ISO 14001",60,"Net 60",24,"ISO 9001:2015, ISO 14001:2015","IBM Environmental Affairs Program, Carbon neutrality by 2030",1,5.2%
Biologically-inspired brain structures,Intel Neuromorphic Lab,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Munich (Germany), Bangalore (India)",neuromorphic.proc@intel.com,www.intel.com/neuromorphic,4.7,150,"$79,000,000,000",1968,121100,"Pat Gelsinger, +1-408-765-8080","ISO 9001, ISO 14001",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Intel RISE strategy, 2030 sustainability goals",1,3.8%
Biologically-inspired brain structures,BrainChip Holdings,"Laguna Hills, California, USA","Laguna Hills (USA), Toulous (France), Perth (Australia)",procurement@brainchip.com,www.brainchip.com,4.5,80,"$18,000,000",2011,115,"Sean Hehir, +1-949-330-6750","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy-efficient AI systems, Sustainable edge computing",2,27.5%
Biologically-inspired brain structures,SynSense (formerly aiCTX),"Zurich, Switzerland","Zurich (Switzerland), Chengdu (China), San Diego (USA)",procurement@synsense.ai,www.synsense.ai,4.4,65,"$35,000,000",2017,80,"Dr. Ning Qiao, +41-44-245-8690","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Ultra-low power AI, Sustainable neuromorphic engineering",3,38.4%
Biologically-inspired brain structures,GrAI Matter Labs,"Paris, France","Paris (France), Eindhoven (Netherlands), San Jose (USA)",procurement@graimatterlabs.ai,www.graimatterlabs.ai,4.3,55,"$29,000,000",2016,70,"Ingolf Held, +33-1-8398-7091","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy-efficient brain-inspired computing, Green AI initiative",3,42.7%
Biologically-inspired brain structures,Applied Brain Research,"Waterloo, Ontario, Canada","Waterloo (Canada), Toronto (Canada)",procurement@appliedbrainresearch.com,www.appliedbrainresearch.com,4.2,40,"$15,000,000",2014,45,"Dr. Chris Eliasmith, +1-519-569-9971","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Energy-efficient neuromorphic algorithms, Sustainable AI",3,31.5%
Biologically-inspired brain structures,Prophesee,"Paris, France","Paris (France), Tokyo (Japan), Shanghai (China), San Francisco (USA)",procurement@prophesee.ai,www.prophesee.ai,4.5,70,"$65,000,000",2014,105,"Luca Verre, +33-1-4021-1037","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Event-based, low power vision systems, Green AI computing",2,29.8%
Biologically-inspired brain structures,Eta Compute,"Westlake Village, California, USA","Westlake Village (USA), Portland (USA)",procurement@etacompute.com,www.etacompute.com,4.3,45,"$22,000,000",2015,55,"Ted Tewksbury, +1-805-338-4876","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Ultra-low power edge AI, Environmental impact reduction",3,35.2%
Biologically-inspired brain structures,Innatera Nanosystems,"Delft, Netherlands","Delft (Netherlands), Eindhoven (Netherlands)",procurement@innatera.com,www.innatera.com,4.2,35,"$18,000,000",2018,40,"Sumeet Kumar, +31-15-203-0313","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable spiking neural processors, Energy-efficient design",3,47.3%
Biologically-inspired brain structures,iniVation AG,"Zurich, Switzerland","Zurich (Switzerland), Berlin (Germany)",procurement@inivation.com,www.inivation.com,4.4,50,"$24,000,000",2015,60,"Dr. Kynan Eng, +41-44-635-4525","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Neuromorphic vision systems, Sustainable bio-inspired computing",3,33.8%
Environmental gas sensors,Honeywell Analytics,"Charlotte, North Carolina, USA","Charlotte (USA), Poole (UK), Shanghai (China), Singapore",gas.detection@honeywell.com,www.honeywellanalytics.com,4.7,420,"$34,400,000,000",1906,103000,"Mike Madsen, +1-704-905-2000","ISO 9001, ISO 14001, IECEx",30,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Zero carbon buildings initiative, Eco-efficiency program",1,5.3%
Environmental gas sensors,Dräger Safety,"Lübeck, Germany","Lübeck (Germany), Pittsburgh (USA), Shanghai (China), Singapore",gas.procurement@draeger.com,www.draeger.com,4.8,390,"$3,400,000,000",1889,15000,"Stefan Dräger, +49-451-882-0","ISO 9001, ISO 14001, ATEX",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Climate strategy 2030, Energy efficiency program",1,4.2%
Environmental gas sensors,MSA Safety,"Cranberry Township, Pennsylvania, USA","Cranberry Township (USA), Berlin (Germany), Suzhou (China)",gas.procurement@msasafety.com,www.msasafety.com,4.7,360,"$1,500,000,000",1914,5000,"Nish Vartanian, +1-724-776-8600","ISO 9001, ISO 14001, ATEX",30,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Environmental sustainability initiative, Waste reduction program",1,6.8%
Environmental gas sensors,Amphenol Advanced Sensors,"St. Marys, Pennsylvania, USA","St. Marys (USA), Pune (India), Shenzhen (China)",sensors@amphenol-sensors.com,www.amphenol-sensors.com,4.6,320,"$10,900,000,000",1932,90000,"R. Adam Norwitt, +1-203-265-8900","ISO 9001, ISO 14001, RoHS",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Eco-friendly manufacturing, Carbon footprint reduction",1,7.2%
Environmental gas sensors,Sensirion AG,"Stäfa, Switzerland","Stäfa (Switzerland), Shanghai (China), Seoul (South Korea), San Jose (USA)",procurement@sensirion.com,www.sensirion.com,4.7,280,"$310,000,000",1998,1000,"Marc von Waldkirch, +41-44-306-4000","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001:2015","CO2-neutral operations, Sustainable product development",1,12.5%
Environmental gas sensors,SGX Sensortech,"Chelmsford, UK","Chelmsford (UK), High Wycombe (UK), Neuchâtel (Switzerland)",procurement@sgxsensortech.com,www.sgxsensortech.com,4.4,150,"$45,000,000",1962,120,"Bill Schwartz, +44-1245-809-110","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy efficiency program, Eco-friendly packaging",2,6.8%
Environmental gas sensors,Figaro Engineering,"Osaka, Japan","Osaka (Japan), Arlington Heights (USA), Shanghai (China)",procurement@figaro.co.jp,www.figaro.co.jp,4.5,180,"$82,000,000",1968,450,"Yasuhiro Mori, +81-6-6330-0100","ISO 9001, JIS Q 9001",30,"Net 30",12,"ISO 9001:2015, JIS Q 9001","Green procurement guidelines, Energy conservation",2,4.9%
Environmental gas sensors,City Technology (Honeywell),"Portsmouth, UK","Portsmouth (UK), Shanghai (China), Suzhou (China)",procurement@citytech.com,www.citytech.com,4.6,210,"$34,400,000,000",1977,103000,"Graham Howe, +44-23-9232-5511","ISO 9001, ISO 14001, ATEX",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Energy efficiency program, Sustainable facilities",1,3.7%
Environmental gas sensors,Alphasense Ltd,"Great Notley, UK","Great Notley (UK), Cambridge (UK), Shenzhen (China)",procurement@alphasense.com,www.alphasense.com,4.5,140,"$38,000,000",1996,120,"Arthur Burnell, +44-1376-556-700","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Energy-efficient manufacturing, Eco-friendly operations",2,8.5%
Environmental gas sensors,Zhengzhou Winsen Electronics,"Zhengzhou, China","Zhengzhou (China), Shenzhen (China), Tianjin (China)",procurement@winsensor.com,www.winsensor.com,4.3,310,"$85,000,000",1998,650,"Zhao Liangshan, +86-371-6702-2868","ISO 9001, GB/T 19001",21,"50% advance, 50% before delivery",12,"ISO 9001:2015, GB/T 19001-2016","Green manufacturing initiative, Energy conservation program",2,13.7%
Directional heat extraction systems,Laird Thermal Systems,"Cleveland, Ohio, USA","Cleveland (USA), Libertyville (USA), Shenzhen (China), Bremen (Germany)",procurement@lairdthermal.com,www.lairdthermal.com,4.6,320,"$240,000,000",1954,3000,"Brett Gourdie, +1-800-489-8003","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Sustainable thermal management, Energy-efficient designs",1,7.5%
Directional heat extraction systems,Gentherm Incorporated,"Northville, Michigan, USA","Northville (USA), Odelzhausen (Germany), Acuña (Mexico), Shenzhen (China)",procurement@gentherm.com,www.gentherm.com,4.5,280,"$1,100,000,000",1991,13000,"Phil Eyler, +1-248-504-0500","ISO 9001, ISO 14001, IATF 16949",45,"Net 45",24,"ISO 9001:2015, IATF 16949:2016","Energy efficiency program, Waste reduction initiative",1,6.2%
Directional heat extraction systems,II-VI Marlow,"Dallas, Texas, USA","Dallas (USA), Albuquerque (USA), Ho Chi Minh City (Vietnam)",procurement@marlow.com,www.marlow.com,4.4,190,"$3,720,000,000",1973,28000,"John Zulauf, +1-214-342-4690","ISO 9001, ISO 14001, AS9100D",30,"Net 45",12,"ISO 9001:2015, AS9100D","Sustainable thermal solutions, Environmental management system",1,9.3%
Directional heat extraction systems,Ferrotec Corporation,"Santa Clara, California, USA","Santa Clara (USA), Livermore (USA), Shenzhen (China), Tokyo (Japan)",procurement@ferrotec.com,www.ferrotec.com,4.5,240,"$870,000,000",1980,3200,"Akira Yamamura, +1-408-240-4900","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Green product design, Eco-friendly manufacturing",1,5.8%
Directional heat extraction systems,ThermoTEC Precision Temperature Control,"Boxborough, Massachusetts, USA","Boxborough (USA), San Jose (USA), Munich (Germany)",procurement@thermotec.com,www.thermotec.com,4.3,160,"$85,000,000",1988,320,"Michael Greenberg, +1-978-635-9100","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Energy-efficient thermal solutions, Sustainable manufacturing",2,7.9%
Directional heat extraction systems,Boyd Corporation,"Pleasanton, California, USA","Pleasanton (USA), Elkton (USA), Shenzhen (China), Bangalore (India)",procurement@boydcorp.com,www.boydcorp.com,4.7,350,"$1,000,000,000",1928,4500,"Doug Britt, +1-888-244-6931","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Responsible manufacturing, Resource conservation program",1,6.5%
Directional heat extraction systems,CUI Devices,"Lake Oswego, Oregon, USA","Lake Oswego (USA), Tualatin (USA), Shenzhen (China)",procurement@cuidevices.com,www.cuidevices.com,4.4,180,"$120,000,000",1989,450,"Matt McKenzie, +1-503-612-2300","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Energy management program, Sustainable packaging",2,8.7%
Directional heat extraction systems,Advanced Cooling Technologies,"Lancaster, Pennsylvania, USA","Lancaster (USA), York (USA)",procurement@1-act.com,www.1-act.com,4.5,130,"$65,000,000",2003,210,"Dr. Jon Zuo, +1-717-295-6061","ISO 9001, AS9100D",30,"Net 30",12,"ISO 9001:2015, AS9100D","Energy-efficient thermal solutions, Green manufacturing",2,12.5%
Directional heat extraction systems,European Thermodynamics Ltd,"Leicestershire, UK","Leicestershire (UK), Cambridge (UK), Shenzhen (China)",procurement@europeanther.com,www.europeanthermodynamics.com,4.3,110,"$38,000,000",2008,95,"Dave Bates, +44-116-279-6899","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001:2015","Sustainable thermal management, Energy-efficient systems",2,11.2%
Directional heat extraction systems,Kelk Ltd.,"Tokyo, Japan","Tokyo (Japan), Osaka (Japan), Shanghai (China)",procurement@kelk.co.jp,www.kelk.co.jp,4.4,170,"$220,000,000",1975,680,"Kiyoshi Takano, +81-3-3454-3855","ISO 9001, ISO 14001, JIS Q 9001",30,"Net 45",12,"ISO 9001:2015, JIS Q 9001","Green thermal technology, Energy conservation initiative",2,4.8%
Holographic AR displays,Microsoft HoloLens,"Redmond, Washington, USA","Redmond (USA), Cambridge (UK), Shenzhen (China)",hololens.procurement@microsoft.com,www.microsoft.com/hololens,4.8,320,"$168,100,000,000",1975,181000,"Satya Nadella, +1-425-882-8080","ISO 9001, ISO 14001, ISO 27001",60,"Net 60",24,"ISO 9001:2015, ISO 27001:2013","Microsoft carbon negative by 2030, Water positive by 2030",1,13.7%
